estratopri,ur,coll1,sexo_std,ur_num,age_gender_clean,ed_clean,colocup4an_clean,etid_clean,cs1_num,cs5_num,cs7_num,infrax_clean,wc1_clean,wc2_clean,wc3_clean,trust_num,leg_num,l1_clean,just1_clean,resp1_clean,poley1_clean,poley2_clean,poley3_clean,pr1_clean,pr5_num,pet1_num,pet3_num,effec1_num,effec2_num,eff1_num,eff2_num,aoj21_clean,prot3_clean,colseg_clean,cp6_clean,cp13_clean,colcp8a_clean,pn4_clean,noncontacts_num,refusal_num,resp1_likert,just1_likert,poley1_likert,poley2_likert,poley3_likert
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto,17,Trabajando?,Mestiza,4,5,4,Más de 1 hora y hasta 3 horas,No,No,No,4,3,5,Frecuentemente,Siempre,Rara vez,Rara vez,Nunca,5,5,4,1,5,5,1,3,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),0,0,5.0,4.0,2.0,2.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,12,Trabajando?,Blanca,3,3,4,Entre 10 y hasta 30 minutos,No,No,No,3,2,4,Algunas veces,Algunas veces,Algunas veces,Nunca,Algunas veces,Prestada/cedida o compartida,2,3,3,3,3,3,6,Guerrillas,No ha participado,Peor,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al mes,Insatisfecho(a),0,0,3.0,3.0,3.0,1.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,14,Trabajando?,Otra,7,5,5,Entre 10 y hasta 30 minutos,No,No,No,4,4,8,Rara vez,Frecuentemente,Rara vez,Rara vez,Rara vez,Otra situación,4,5,2,5,5,1,2,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,2.0,2.0,2.0,2.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto joven,9,Trabajando?,Negra,3,4,4,Menos de 10 minutos,No,No,No,5,3,5,Frecuentemente,Frecuentemente,Siempre,Siempre,Rara vez,Prestada/cedida o compartida,4,3,3,3,6,3,4,Guerrillas,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,5.0,5.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Es estudiante?,Otra,4,2,5,Más de 3 horas,No,No,No,4,4,2,Algunas veces,Algunas veces,Algunas veces,Rara vez,Algunas veces,Prestada/cedida o compartida,4,6,6,2,4,3,3,Delincuentes comunes,No ha participado,Igual,Una o dos veces al mes,Nunca,Una o dos veces al año,Satisfecho(a),0,0,3.0,3.0,3.0,2.0,3.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto,11,No está trabajando en este momento pero tiene trabajo?,Mestiza,5,4,4,Entre 10 y hasta 30 minutos,No,No,No,1,2,6,Rara vez,Nunca,Nunca,Nunca,Rara vez,Otra situación,2,2,4,5,7,4,1,Delincuentes comunes,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,1.0,2.0,1.0,1.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,,2,4,3,Más de 3 horas,No,No,No,3,5,Izquierda,Rara vez,Algunas veces,Rara vez,Rara vez,Algunas veces,Prestada/cedida o compartida,4,6,5,3,4,5,6,Delincuentes comunes,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Satisfecho(a),0,0,3.0,2.0,2.0,2.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Trabajando?,Otra,5,6,4,Más de 1 hora y hasta 3 horas,No,No,No,5,5,7,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,5,4,3,4,4,3,5,4,Delincuentes comunes,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),0,0,4.0,3.0,4.0,3.0,3.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto joven,13,Trabajando?,Blanca,4,3,4,Más de 30 minutos y hasta una hora,No,No,No,3,5,3,Algunas veces,Rara vez,Rara vez,Algunas veces,Rara vez,Prestada/cedida o compartida,4,5,4,3,3,4,4,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,2.0,3.0,2.0,3.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,11,Trabajando?,Mestiza,3,3,3,Más de 3 horas,No,No,No,6,5,2,Algunas veces,Rara vez,Algunas veces,Algunas veces,Frecuentemente,Prestada/cedida o compartida,6,1,7,2,2,5,4,Crimen organiado y narcotraficantes,Sí ha participado,Igual,Nunca,Una o dos veces al mes,Una o dos veces al mes,Insatisfecho(a),0,0,2.0,3.0,3.0,3.0,4.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,12,Trabajando?,Blanca,3,4,3,Más de 30 minutos y hasta una hora,No,No,No,4,3,5,Algunas veces,Algunas veces,Siempre,Rara vez,Frecuentemente,Otra situación,3,3,3,3,3,4,3,Pandillas,No ha participado,Igual,Nunca,Nunca,Nunca,Muy satisfecho(a),0,0,3.0,3.0,5.0,2.0,4.0
Bogotá D.C.,Urbano,,Hombre,1,Hombre adulto mayor,11,Trabajando?,Mestiza,4,6,6,Más de 30 minutos y hasta una hora,Sí,Sí,No,4,5,7,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Rara vez,5,6,5,5,6,7,5,5,Pandillas,No ha participado,Mejor,Nunca,Una o dos veces al año,Una o dos veces al año,Satisfecho(a),0,0,4.0,3.0,4.0,3.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,12,Es estudiante?,Otra,3,5,2,Más de 1 hora y hasta 3 horas,No,No,No,2,4,2,Algunas veces,Rara vez,Rara vez,Rara vez,Algunas veces,5,4,5,5,4,3,5,4,Crimen organiado y narcotraficantes,No ha participado,Igual,Una o dos veces al año,Una o dos veces al año,Nunca,Satisfecho(a),0,0,2.0,3.0,2.0,2.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,18+,No está trabajando en este momento pero tiene trabajo?,Blanca,3,4,3,Más de 30 minutos y hasta una hora,No,No,No,4,2,5,Algunas veces,Algunas veces,Siempre,Algunas veces,Algunas veces,Otra situación,3,3,4,1,2,3,3,Crimen organiado y narcotraficantes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,3.0,5.0,3.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,14,Trabajando?,Otra,6,5,5,Más de 30 minutos y hasta una hora,No,No,No,4,4,5,Rara vez,Nunca,,Nunca,,Otra situación,3,2,3,3,4,2,5,Crimen organiado y narcotraficantes,Sí ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,1.0,2.0,,1.0,
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,14,Trabajando?,Blanca,4,3,2,Más de 30 minutos y hasta una hora,No,No,No,3,3,3,Rara vez,Algunas veces,Algunas veces,Algunas veces,Rara vez,Otra situación,3,5,1,4,2,2,5,Delincuentes comunes,No ha participado,Igual,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,3.0,2.0,3.0,3.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,11,Trabajando?,Mulata,5,4,3,Más de 3 horas,No,Sí,Sí,4,4,9,Siempre,Rara vez,Algunas veces,Frecuentemente,Frecuentemente,Otra situación,3,6,6,1,3,3,3,Crimen organiado y narcotraficantes,Sí ha participado,Igual,Nunca,Una o dos veces al mes,Una o dos veces al mes,Insatisfecho(a),0,0,2.0,5.0,3.0,4.0,4.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Está buscando trabajo activamente?,Blanca,6,5,3,Entre 10 y hasta 30 minutos,No,No,No,4,4,4,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Nunca,5,4,4,3,3,5,3,3,Guerrillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),11,7,4.0,4.0,3.0,4.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto,13,Trabajando?,Blanca,3,2,3,Más de 1 hora y hasta 3 horas,No,No,No,3,2,5,Algunas veces,Algunas veces,Rara vez,Algunas veces,Rara vez,Propia,2,3,3,3,3,2,3,Guerrillas,No ha participado,Peor,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al año,Insatisfecho(a),0,0,3.0,3.0,2.0,3.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Se dedica a los quehaceres de su hogar?,Mestiza,5,5,3,Más de 30 minutos y hasta una hora,No,Sí,No,3,4,8,Rara vez,Siempre,Nunca,Nunca,Nunca,5,3,3,4,,4,4,4,Guerrillas,No ha participado,Igual,Una o dos veces al año,Nunca,Nunca,Muy insatisfecho(a),0,0,5.0,2.0,1.0,1.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto mayor,6,,Mulata,5,4,5,Menos de 10 minutos,No,No,No,5,5,8,,,Nunca,Nunca,,5,5,4,2,6,5,2,4,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),6,2,,,1.0,1.0,
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,11,Trabajando?,,5,5,7,,No,No,No,7,5,5,,Siempre,Nunca,Nunca,,Alquilada,1,5,1,5,6,,3,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,5.0,,1.0,1.0,
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,13,Trabajando?,Blanca,3,3,2,Entre 10 y hasta 30 minutos,No,No,No,3,3,3,Algunas veces,Rara vez,Frecuentemente,Rara vez,Rara vez,Alquilada,1,4,4,3,2,1,4,Guerrillas,No ha participado,Peor,Nunca,Nunca,Una vez a la semana,Satisfecho(a),0,0,2.0,3.0,4.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Blanca,6,5,3,Entre 10 y hasta 30 minutos,No,No,No,5,5,7,Frecuentemente,Frecuentemente,Rara vez,Nunca,Nunca,5,5,5,4,4,4,4,3,Guerrillas,No ha participado,Igual,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,4.0,4.0,2.0,1.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,11,Es estudiante?,Mestiza,6,5,5,Entre 10 y hasta 30 minutos,No,No,No,4,4,3,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Otra situación,3,4,4,4,4,3,4,Pandillas,Sí ha participado,Igual,Nunca,Nunca,Una o dos veces al mes,Insatisfecho(a),8,5,3.0,3.0,3.0,3.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,11,No está trabajando en este momento pero tiene trabajo?,Mestiza,4,4,2,Más de 1 hora y hasta 3 horas,Sí,No,No,2,3,6,Nunca,Frecuentemente,Nunca,Rara vez,Rara vez,Prestada/cedida o compartida,3,1,2,3,2,2,2,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,4.0,1.0,1.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Está buscando trabajo activamente?,Mestiza,6,4,5,Más de 1 hora y hasta 3 horas,No,No,No,3,4,6,Rara vez,Frecuentemente,,,,Prestada/cedida o compartida,3,4,3,4,4,4,3,Pandillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),2,0,4.0,2.0,,,
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,11,Trabajando?,Mestiza,7,4,4,Más de 30 minutos y hasta una hora,No,No,No,4,6,3,Algunas veces,Frecuentemente,Nunca,Nunca,Nunca,Prestada/cedida o compartida,4,5,4,4,4,5,5,Las BACRIM,No ha participado,Igual,Nunca,Nunca,Nunca,Satisfecho(a),0,0,4.0,3.0,1.0,1.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto mayor,8,Trabajando?,Indígena,6,4,4,,Sí,Sí,Sí,5,5,5,,Siempre,Nunca,,Nunca,Otra situación,4,5,5,5,5,5,5,Policía o militares,No ha participado,Mejor,Una o dos veces al mes,Nunca,Una o dos veces al año,Satisfecho(a),0,0,5.0,,1.0,,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto,14,Es estudiante?,Mestiza,4,4,3,Más de 30 minutos y hasta una hora,No,No,No,4,5,3,Algunas veces,Algunas veces,Rara vez,Rara vez,Rara vez,Prestada/cedida o compartida,4,4,3,3,4,3,5,Delincuentes comunes,No ha participado,Peor,Nunca,Una o dos veces al mes,Nunca,Insatisfecho(a),0,0,3.0,3.0,2.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto,11,Trabajando?,Mestiza,5,4,4,Entre 10 y hasta 30 minutos,No,No,No,4,6,5,Algunas veces,Rara vez,Rara vez,Rara vez,Rara vez,Otra situación,3,5,4,3,4,3,5,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,3.0,2.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto mayor,12,Trabajando?,Mestiza,5,6,6,Entre 10 y hasta 30 minutos,No,No,No,6,6,Izquierda,Rara vez,Siempre,Rara vez,Rara vez,Rara vez,6,6,7,7,6,6,5,6,Pandillas,No ha participado,Igual,Nunca,Nunca,Una o dos veces al año,Insatisfecho(a),5,3,5.0,2.0,2.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Blanca,3,2,2,Más de 30 minutos y hasta una hora,No,No,No,2,2,4,Rara vez,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Prestada/cedida o compartida,2,3,3,3,2,1,3,Crimen organiado y narcotraficantes,No ha participado,Peor,Una vez a la semana,Una o dos veces al mes,Una vez a la semana,Muy satisfecho(a),0,0,3.0,2.0,3.0,3.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto joven,12,Trabajando?,Blanca,5,4,4,Entre 10 y hasta 30 minutos,No,No,No,5,6,6,Frecuentemente,Rara vez,Rara vez,Rara vez,Nunca,5,5,3,2,5,5,1,4,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,4.0,2.0,2.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto,13,Trabajando?,Mestiza,4,3,3,Más de 30 minutos y hasta una hora,No,No,No,3,5,4,Algunas veces,Rara vez,Rara vez,Rara vez,Algunas veces,Otra situación,3,4,5,4,3,4,5,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,2.0,3.0,2.0,2.0,3.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,5,Trabajando?,Indígena,2,2,2,Entre 10 y hasta 30 minutos,Sí,No,No,3,5,Izquierda,Rara vez,Rara vez,Nunca,Rara vez,Rara vez,Prestada/cedida o compartida,5,5,3,4,4,1,2,Guerrillas,No ha participado,Peor,Una o dos veces al mes,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,2.0,2.0,1.0,2.0,2.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta joven,11,Trabajando?,,7,2,2,Más de 1 hora y hasta 3 horas,No,No,No,3,3,5,Nunca,Nunca,Nunca,Algunas veces,,Propia,4,,,1,2,1,3,Crimen organiado y narcotraficantes,No ha participado,Peor,Nunca,Nunca,Nunca,Muy insatisfecho(a),0,0,1.0,1.0,1.0,3.0,
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,6,No está trabajando en este momento pero tiene trabajo?,,7,6,3,Más de 30 minutos y hasta una hora,Sí,No,No,7,6,7,Siempre,Siempre,Nunca,Nunca,Nunca,7,5,2,1,7,6,2,5,Guerrillas,No ha participado,Peor,Nunca,Nunca,Una o dos veces al mes,Insatisfecho(a),12,3,5.0,5.0,1.0,1.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta mayor,11,Se dedica a los quehaceres de su hogar?,Blanca,3,4,3,Más de 30 minutos y hasta una hora,No,No,No,4,3,5,Algunas veces,Algunas veces,Frecuentemente,Siempre,Frecuentemente,Otra situación,2,2,3,2,2,3,2,Guerrillas,No ha participado,Igual,Nunca,Nunca,Una o dos veces al año,Insatisfecho(a),0,0,3.0,3.0,4.0,5.0,4.0
Bogotá D.C.,Urbano,,Mujer,1,Hombre adulto mayor,3,Trabajando?,Mestiza,1,4,3,Más de 1 hora y hasta 3 horas,No,No,No,3,2,4,Nunca,Nunca,Nunca,Nunca,Nunca,Prestada/cedida o compartida,5,4,3,,,4,1,Guerrillas,No ha participado,Igual,Una o dos veces al mes,Nunca,Nunca,Muy insatisfecho(a),0,0,1.0,1.0,1.0,1.0,1.0
Bogotá D.C.,Urbano,,Mujer,1,Mujer adulta,11,Trabajando?,Blanca,5,6,3,Más de 30 minutos y hasta una hora,No,No,No,4,4,6,Rara vez,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Prestada/cedida o compartida,4,3,3,3,4,4,4,Delincuentes comunes,No ha participado,Igual,Una o dos veces al mes,Nunca,Una o dos veces al mes,Insatisfecho(a),0,0,4.0,2.0,3.0,3.0,3.0
Orinoquía-Amazonía,Rural,,Mujer,0,Hombre adulto,7,Trabajando?,Mestiza,1,3,1,Más de 3 horas,Sí,Sí,Sí,2,2,Izquierda,Siempre,Rara vez,Rara vez,Frecuentemente,Frecuentemente,Alquilada,3,1,1,1,5,2,1,Policía o militares,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,5,2.0,5.0,2.0,4.0,4.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,11,Se dedica a los quehaceres de su hogar?,Blanca,7,4,4,Más de 1 hora y hasta 3 horas,Sí,Sí,No,5,4,6,Algunas veces,Algunas veces,Nunca,Algunas veces,Nunca,5,5,4,1,3,5,3,4,Delincuentes comunes,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,3,3.0,3.0,1.0,3.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,,17,Trabajando?,Blanca,5,4,5,Más de 1 hora y hasta 3 horas,No,No,No,4,5,9,Frecuentemente,Algunas veces,,Algunas veces,Rara vez,Otra situación,3,1,1,2,4,3,6,Delincuentes comunes,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Muy insatisfecho(a),3,6,3.0,4.0,,3.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,,11,Es estudiante?,Blanca,6,5,5,Entre 10 y hasta 30 minutos,No,No,No,4,4,5,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Otra situación,3,4,6,7,7,4,3,Pandillas,No ha participado,Peor,Una o dos veces al mes,Una o dos veces al año,Nunca,Insatisfecho(a),0,2,4.0,3.0,3.0,3.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,10,Trabajando?,Mestiza,6,6,6,Más de 3 horas,No,No,No,4,3,Izquierda,Rara vez,Rara vez,Rara vez,Algunas veces,Algunas veces,Otra situación,4,7,6,4,4,3,4,Delincuentes comunes,Sí ha participado,Igual,Nunca,Una o dos veces al año,Una o dos veces al mes,Insatisfecho(a),0,0,2.0,2.0,2.0,3.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto joven,11,Es estudiante?,Mestiza,7,5,5,Entre 10 y hasta 30 minutos,Sí,No,No,4,6,Derecha,Rara vez,Algunas veces,Nunca,Frecuentemente,Nunca,5,3,4,2,1,5,4,5,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,3.0,2.0,1.0,4.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto joven,7,Trabajando?,Blanca,5,6,4,Entre 10 y hasta 30 minutos,No,No,No,5,6,6,Algunas veces,Siempre,Nunca,Rara vez,Rara vez,Otra situación,6,3,2,4,3,5,4,Pandillas,No ha participado,Peor,Una o dos veces al mes,Nunca,Nunca,Insatisfecho(a),0,0,5.0,3.0,1.0,2.0,2.0
Orinoquía-Amazonía,Rural,,Mujer,0,,13,No está trabajando en este momento pero tiene trabajo?,Blanca,7,3,4,Más de 30 minutos y hasta una hora,No,Sí,No,2,6,5,Rara vez,Rara vez,Frecuentemente,Rara vez,Frecuentemente,Prestada/cedida o compartida,3,2,1,7,7,3,6,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Satisfecho(a),0,0,2.0,2.0,4.0,2.0,4.0
Orinoquía-Amazonía,Rural,,Mujer,0,,17,Se dedica a los quehaceres de su hogar?,Blanca,4,4,3,Más de 30 minutos y hasta una hora,No,Sí,No,1,7,Derecha,Nunca,Nunca,Frecuentemente,Frecuentemente,Algunas veces,Otra situación,1,1,6,1,1,7,7,Policía o militares,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al año,Muy insatisfecho(a),0,2,1.0,1.0,4.0,4.0,3.0
Orinoquía-Amazonía,Rural,,Mujer,0,,1,Se dedica a los quehaceres de su hogar?,Blanca,5,4,6,Más de 30 minutos y hasta una hora,,No,No,3,3,2,Rara vez,Rara vez,Algunas veces,Rara vez,Siempre,Prestada/cedida o compartida,4,1,1,7,7,1,2,Guerrillas,Sí ha participado,Peor,Una vez a la semana,Una o dos veces al año,Nunca,Insatisfecho(a),2,3,2.0,2.0,3.0,2.0,5.0
Orinoquía-Amazonía,Rural,,Mujer,0,,11,Trabajando?,Blanca,3,1,1,Más de 30 minutos y hasta una hora,No,No,No,4,4,6,Algunas veces,Algunas veces,Nunca,Rara vez,Nunca,Otra situación,2,3,1,2,4,1,1,Delincuentes comunes,No ha participado,Peor,Nunca,Una o dos veces al año,Nunca,Insatisfecho(a),0,0,3.0,3.0,1.0,2.0,1.0
Orinoquía-Amazonía,Rural,,Mujer,0,Mujer adulta mayor,11,Está buscando trabajo activamente?,Mestiza,5,5,5,Más de 1 hora y hasta 3 horas,No,No,No,5,5,7,Algunas veces,Algunas veces,Rara vez,Rara vez,Algunas veces,5,4,2,3,5,4,3,4,Delincuentes comunes,No ha participado,Peor,Una o dos veces al año,Una o dos veces al año,Nunca,Insatisfecho(a),0,1,3.0,3.0,2.0,2.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta,16,Trabajando?,Blanca,4,5,5,Más de 30 minutos y hasta una hora,No,No,No,5,5,6,Algunas veces,Frecuentemente,Rara vez,Rara vez,Rara vez,Otra situación,4,4,2,6,7,4,5,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),0,0,4.0,3.0,2.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,15,Trabajando?,Mestiza,3,2,3,Más de 30 minutos y hasta una hora,Sí,Sí,No,3,3,5,Frecuentemente,Siempre,Rara vez,Algunas veces,Algunas veces,Prestada/cedida o compartida,5,4,4,3,4,1,1,Crimen organiado y narcotraficantes,No ha participado,Peor,Una o dos veces al mes,Nunca,Una o dos veces al año,Muy satisfecho(a),0,0,5.0,4.0,2.0,3.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta joven,12,Trabajando?,Mestiza,3,3,1,Más de 30 minutos y hasta una hora,No,No,No,3,4,5,Rara vez,Rara vez,Nunca,Rara vez,Nunca,Propia,4,4,4,1,1,3,2,Pandillas,No ha participado,Peor,Una o dos veces al año,Nunca,Nunca,Insatisfecho(a),1,2,2.0,2.0,1.0,2.0,1.0
Orinoquía-Amazonía,Rural,,Mujer,0,,12,Es estudiante?,Mestiza,5,3,4,Entre 10 y hasta 30 minutos,Sí,Sí,Sí,2,4,5,Rara vez,Rara vez,Algunas veces,Frecuentemente,Algunas veces,5,1,5,6,1,3,1,2,Delincuentes comunes,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,3.0,4.0,3.0
Orinoquía-Amazonía,Rural,,Mujer,0,Hombre adulto joven,18+,Trabajando?,Mestiza,4,6,4,Más de 1 hora y hasta 3 horas,No,No,No,4,4,5,Rara vez,Rara vez,Rara vez,Rara vez,Rara vez,Otra situación,3,4,1,3,3,5,6,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,0,2.0,2.0,2.0,2.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,,11,No está trabajando en este momento pero tiene trabajo?,Otra,7,5,6,Entre 10 y hasta 30 minutos,No,No,No,4,4,7,Algunas veces,Frecuentemente,Nunca,Algunas veces,Algunas veces,5,5,4,5,6,3,5,2,Las BACRIM,No ha participado,Igual,Nunca,Una o dos veces al año,Nunca,Satisfecho(a),0,1,4.0,3.0,1.0,3.0,3.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,5,Se dedica a los quehaceres de su hogar?,Blanca,5,1,2,Más de 30 minutos y hasta una hora,No,No,No,1,2,Izquierda,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Nunca,Alquilada,1,1,1,4,2,1,1,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),0,4,3.0,3.0,3.0,3.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,5,Trabajando?,Mestiza,7,6,6,Más de 1 hora y hasta 3 horas,No,No,No,7,7,9,Algunas veces,Algunas veces,Nunca,Nunca,Nunca,6,6,1,1,5,5,6,5,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Muy insatisfecho(a),0,0,3.0,3.0,1.0,1.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Hombre adulto mayor,11,Trabajando?,Mestiza,6,5,5,Más de 3 horas,Sí,No,No,6,4,Derecha,Algunas veces,Rara vez,Nunca,Algunas veces,Algunas veces,5,5,3,3,7,7,4,4,Pandillas,Sí ha participado,Peor,Nunca,Nunca,Nunca,Satisfecho(a),2,1,2.0,3.0,1.0,3.0,3.0
Orinoquía-Amazonía,Rural,,Mujer,0,Hombre adulto,8,No trabaja y no está buscando trabajo?,Mestiza,7,7,1,Entre 10 y hasta 30 minutos,Sí,Sí,No,1,5,Derecha,Frecuentemente,Rara vez,Siempre,Frecuentemente,Nunca,Otra situación,3,1,2,1,1,5,7,Guerrillas,No ha participado,Peor,Nunca,Nunca,Nunca,Insatisfecho(a),4,11,2.0,4.0,5.0,4.0,1.0
Orinoquía-Amazonía,Urbano,,Mujer,1,,5,Se dedica a los quehaceres de su hogar?,Mestiza,7,5,3,Más de 1 hora y hasta 3 horas,No,No,No,7,7,7,Rara vez,Algunas veces,Rara vez,Algunas veces,Rara vez,Propia,4,1,1,2,5,5,2,Delincuentes comunes,No ha participado,Igual,Nunca,Nunca,Nunca,Insatisfecho(a),2,2,3.0,2.0,2.0,3.0,2.0
Orinoquía-Amazonía,Urbano,,Mujer,1,Mujer adulta mayor,11,Trabajando?,Negra,5,4,4,Más de 1 hora y hasta 3 horas,No,Sí,No,1,4,9,Rara vez,Rara vez,Algunas veces,Nunca,Algunas veces,Prestada/cedida o compartida,4,2,1,3,3,3,3,Delincuentes comunes,No ha participado,Peor,Una vez a la semana,Nunca,Nunca,Insatisfecho(a),1,4,2.0,2.0,3.0,1.0,3.0
