year,estratopri,ur,sexo_std,etid,wealth,wc1,wc2,wc3,l1,pn4,eff1,eff2,cp6,cp13,colcp8a,prot3,exc13,exc14,exc15,exc16,exc18,exc20,exc07
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),5,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Otra,,No,No,No,,Insatisfecho(a),3,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),5,3,Una o dos veces al año,Una o dos veces al mes,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),5,3,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),4,5,Una o dos veces al año,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),3,4,Una o dos veces al mes,Una o dos veces al mes,Una vez a la semana,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,,,No,No,No,,Satisfecho(a),6,4,Nunca,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Negra,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy de acuerdo,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,Sí,Sí,No,,Muy insatisfecho(a),Muy en desacuerdo,Muy de acuerdo,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,3,Una o dos veces al mes,Una o dos veces al mes,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,3,Una vez a la semana,Nunca,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Negra,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Indígena,,Sí,Sí,Sí,,Satisfecho(a),4,6,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,Sí,Sí,Sí,,Insatisfecho(a),2,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Satisfecho(a),2,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),3,3,Nunca,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Insatisfecho(a),5,4,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Negra,,No,No,No,,Insatisfecho(a),6,4,Nunca,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,Sí,No,,Satisfecho(a),5,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mulata,,No,No,No,,Insatisfecho(a),3,6,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,5,Una vez a la semana,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Rural,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),5,3,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),3,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Satisfecho(a),4,4,Nunca,Nunca,Una vez a la semana,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Otra,,No,No,No,,Satisfecho(a),3,4,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),4,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Otra,,No,No,No,,Muy insatisfecho(a),6,4,Nunca,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),2,3,Una o dos veces al año,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),3,5,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,5,Una o dos veces al año,Nunca,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,Sí,Sí,,Satisfecho(a),Muy de acuerdo,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),5,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Satisfecho(a),5,5,Una vez a la semana,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,,Muy en desacuerdo,Muy en desacuerdo,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Muy insatisfecho(a),2,4,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),4,5,Una vez a la semana,Una o dos veces al mes,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,5,Nunca,Nunca,Una vez a la semana,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,4,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Otra,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,5,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,3,Nunca,Nunca,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),4,5,Una o dos veces al mes,Una o dos veces al año,Una vez a la semana,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Negra,,No,No,No,,Satisfecho(a),6,5,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,5,Una o dos veces al año,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Otra,,No,No,No,,Satisfecho(a),2,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),4,3,Una o dos veces al mes,Una o dos veces al mes,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,3,Una o dos veces al mes,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Muy insatisfecho(a),5,5,Una o dos veces al año,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Negra,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,5,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,Sí,Sí,,Insatisfecho(a),2,4,Nunca,Nunca,Nunca,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,5,Nunca,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),5,5,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,4,Nunca,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),4,3,Una o dos veces al año,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),3,3,Nunca,Nunca,Nunca,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),4,5,Una vez a la semana,Una o dos veces al año,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Satisfecho(a),2,4,Nunca,Nunca,Una o dos veces al año,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,Sí,Sí,Sí,,Insatisfecho(a),4,3,Una vez a la semana,Nunca,Una o dos veces al mes,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),3,4,Una o dos veces al año,Una o dos veces al mes,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),4,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),2,3,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Indígena,,No,No,No,,Insatisfecho(a),2,4,Una vez a la semana,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,5,Una vez a la semana,Nunca,Una vez a la semana,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Satisfecho(a),4,4,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),2,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,6,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),2,4,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),5,5,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,4,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),4,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,3,Una o dos veces al mes,Una o dos veces al mes,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),Muy en desacuerdo,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,6,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Negra,,No,No,No,,Insatisfecho(a),3,4,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Satisfecho(a),3,3,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,No,No,No,,Insatisfecho(a),4,Muy en desacuerdo,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Satisfecho(a),5,6,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),5,4,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Blanca,,No,No,No,,Insatisfecho(a),4,4,Nunca,Nunca,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),5,4,Nunca,Una o dos veces al mes,Una o dos veces al mes,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Muy satisfecho(a),4,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Hombre,Mestiza,,Sí,Sí,No,,Satisfecho(a),5,5,Nunca,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Satisfecho(a),5,4,Una o dos veces al año,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Otra,,No,No,No,,Insatisfecho(a),2,5,Nunca,Nunca,Nunca,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),2,5,Nunca,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mulata,,No,Sí,Sí,,Insatisfecho(a),3,3,Nunca,Una o dos veces al mes,Una o dos veces al mes,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,3,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),2,3,Una o dos veces al mes,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,Sí,No,,Muy insatisfecho(a),4,4,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mulata,,No,No,No,,Satisfecho(a),2,4,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Insatisfecho(a),,3,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Satisfecho(a),Muy en desacuerdo,4,Nunca,Nunca,Una vez a la semana,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,3,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),3,4,Nunca,Nunca,Una o dos veces al mes,Sí ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,Sí,No,No,,Insatisfecho(a),2,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),4,3,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Satisfecho(a),5,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Indígena,,Sí,Sí,Sí,,Satisfecho(a),5,5,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),3,5,Nunca,Una o dos veces al mes,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),3,5,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),5,6,Nunca,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Muy satisfecho(a),Muy en desacuerdo,3,Una vez a la semana,Una o dos veces al mes,Una vez a la semana,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,4,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),4,5,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Indígena,,Sí,No,No,,Insatisfecho(a),Muy en desacuerdo,2,Una o dos veces al mes,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,,,Sí,No,No,,Insatisfecho(a),2,5,Nunca,Nunca,Una o dos veces al mes,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),3,2,Nunca,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Mestiza,,No,No,No,,Muy insatisfecho(a),4,Muy en desacuerdo,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Bogotá D.C.,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,4,Una o dos veces al mes,Nunca,Una o dos veces al mes,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Mestiza,,Sí,Sí,Sí,,Insatisfecho(a),2,Muy en desacuerdo,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,Sí,Sí,No,,Insatisfecho(a),3,4,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Muy insatisfecho(a),3,6,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,3,Una o dos veces al mes,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),3,4,Nunca,Una o dos veces al año,Una o dos veces al mes,Sí ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,Sí,No,No,,Insatisfecho(a),4,5,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),5,4,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Blanca,,No,Sí,No,,Satisfecho(a),3,6,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Blanca,,No,Sí,No,,Muy insatisfecho(a),Muy de acuerdo,Muy de acuerdo,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Blanca,,,No,No,,Insatisfecho(a),Muy en desacuerdo,2,Una vez a la semana,Una o dos veces al año,Nunca,Sí ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Blanca,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Nunca,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),3,4,Una o dos veces al año,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),4,5,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,Sí,Sí,No,,Muy satisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),3,2,Una o dos veces al año,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Mestiza,,Sí,Sí,Sí,,Insatisfecho(a),Muy en desacuerdo,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),5,6,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Otra,,No,No,No,,Satisfecho(a),5,2,Nunca,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Blanca,,No,No,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Muy insatisfecho(a),6,5,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,Sí,No,No,,Satisfecho(a),4,4,Nunca,Nunca,Nunca,Sí ha participado,,,,,,,
2025,Orinoquía-Amazonía,Rural,Mujer,Mestiza,,Sí,Sí,No,,Insatisfecho(a),5,Muy de acuerdo,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),5,2,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Negra,,No,Sí,No,,Insatisfecho(a),3,3,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,Sí,Sí,Sí,,Insatisfecho(a),3,4,Una vez a la semana,Nunca,Nunca,No ha participado,,,,,,,
2025,Orinoquía-Amazonía,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),4,6,Nunca,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Hombre,Negra,,No,Sí,Sí,,Insatisfecho(a),3,4,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Hombre,Otra,,Sí,Sí,Sí,,Satisfecho(a),2,4,Una o dos veces al mes,Nunca,Nunca,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,Sí,Sí,,Insatisfecho(a),3,4,Una o dos veces al mes,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,Sí,Sí,,Insatisfecho(a),5,4,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,No,No,No,,Insatisfecho(a),4,6,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Mestiza,,No,No,No,,Insatisfecho(a),5,4,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,No,No,,Insatisfecho(a),2,4,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,Sí,Sí,,Muy insatisfecho(a),2,2,Una o dos veces al año,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,No,Sí,,Muy satisfecho(a),6,6,Una o dos veces al año,Una o dos veces al mes,Una vez a la semana,No ha participado,,,,,,,
2025,Pacífica,Urbano,Hombre,Negra,,No,No,No,,Insatisfecho(a),5,4,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Blanca,,Sí,Sí,No,,Satisfecho(a),2,4,Una o dos veces al año,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,No,Sí,No,,Insatisfecho(a),4,4,Nunca,Nunca,Nunca,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Otra,,Sí,Sí,Sí,,Insatisfecho(a),2,2,Nunca,Una o dos veces al año,Nunca,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,Sí,No,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una o dos veces al mes,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,Sí,Sí,Sí,,Insatisfecho(a),Muy en desacuerdo,Muy en desacuerdo,Una o dos veces al año,Una o dos veces al año,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Indígena,,Sí,Sí,No,,Muy insatisfecho(a),5,4,Una vez a la semana,Nunca,Una o dos veces al año,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,No,No,No,,Muy insatisfecho(a),Muy en desacuerdo,6,Una vez a la semana,Nunca,Una vez a la semana,No ha participado,,,,,,,
2025,Pacífica,Urbano,Mujer,Negra,,No,Sí,No,,Insatisfecho(a),4,3,Nunca,Nunca,Nunca,No ha participado,,,,,,,
